date,channel,campaign,ad_set,creative,impressions,clicks,spend,conversions,orders,revenue,cogs,returns,returned_value,new_customers,returning_customers,ctr,cvr,aov,cac,roas,profit,funnel_step
2025-09-28,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS2,Amazon_Camp_3_AS2_CR1,989,49,25.6,6,6,374.29,190.23,0,0.0,1,5,0.0495,0.1224,62.38,4.27,14.62,158.46,total
2025-09-28,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS2,Amazon_Camp_3_AS2_CR2,916,44,25.82,4,4,205.36,114.74,0,0.0,1,3,0.048,0.0909,51.34,6.46,7.95,64.8,total
2025-09-28,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS1,TikTok_Camp_1_AS1_CR1,3027,55,11.09,0,0,0.0,0.0,0,0.0,0,0,0.0182,0.0,33.71,,0.0,-11.09,total
2025-09-28,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS1,TikTok_Camp_1_AS1_CR2,3600,34,6.38,0,0,0.0,0.0,0,0.0,0,0,0.0094,0.0,32.74,,0.0,-6.38,total
2025-09-28,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS2,TikTok_Camp_1_AS2_CR1,3905,44,8.95,0,0,0.0,0.0,0,0.0,0,0,0.0113,0.0,34.86,,0.0,-8.95,total
2025-09-28,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS2,TikTok_Camp_1_AS2_CR2,3181,40,8.31,0,0,0.0,0.0,0,0.0,0,0,0.0126,0.0,39.62,,0.0,-8.31,total
2025-09-28,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS1,TikTok_Camp_2_AS1_CR1,2678,43,7.67,1,1,36.92,19.63,0,0.0,0,1,0.0161,0.0233,36.92,7.67,4.81,9.62,total
2025-09-28,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS1,TikTok_Camp_2_AS1_CR2,3988,96,20.1,2,2,70.63,30.91,0,0.0,0,2,0.0241,0.0208,35.31,10.05,3.51,19.62,total
2025-09-28,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS2,TikTok_Camp_2_AS2_CR1,3671,61,11.47,3,3,79.16,43.33,0,0.0,1,2,0.0166,0.0492,26.39,3.82,6.9,24.36,total
2025-09-28,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS2,TikTok_Camp_2_AS2_CR2,3771,69,12.74,0,0,0.0,0.0,0,0.0,0,0,0.0183,0.0,37.13,,0.0,-12.74,total
2025-09-28,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS1,TikTok_Camp_3_AS1_CR1,2999,51,10.45,2,2,40.98,20.32,0,0.0,0,2,0.017,0.0392,20.49,5.22,3.92,10.21,total
2025-09-28,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS1,TikTok_Camp_3_AS1_CR2,2891,41,7.65,1,1,33.95,19.77,0,0.0,0,1,0.0142,0.0244,33.95,7.65,4.44,6.53,total
2025-09-28,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS2,TikTok_Camp_3_AS2_CR1,2724,39,8.35,2,2,66.99,34.66,0,0.0,0,2,0.0143,0.0513,33.5,4.17,8.02,23.98,total
2025-09-28,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS2,TikTok_Camp_3_AS2_CR2,3854,79,14.26,1,1,31.77,16.39,0,0.0,0,1,0.0205,0.0127,31.77,14.26,2.23,1.12,total
2025-09-29,Meta,Meta_Camp_1,Meta_Camp_1_AS1,Meta_Camp_1_AS1_CR1,2418,36,14.83,0,0,0.0,0.0,0,0.0,0,0,0.0149,0.0,52.87,,0.0,-14.83,total
2025-09-29,Meta,Meta_Camp_1,Meta_Camp_1_AS1,Meta_Camp_1_AS1_CR2,1783,54,20.41,2,2,100.62,38.54,0,0.0,0,2,0.0303,0.037,50.31,10.21,4.93,41.67,total
2025-09-29,Meta,Meta_Camp_1,Meta_Camp_1_AS2,Meta_Camp_1_AS2_CR1,2843,75,28.29,5,5,247.61,113.49,0,0.0,2,3,0.0264,0.0667,49.52,5.66,8.75,105.83,total
2025-09-29,Meta,Meta_Camp_1,Meta_Camp_1_AS2,Meta_Camp_1_AS2_CR2,2089,41,11.74,0,0,0.0,0.0,0,0.0,0,0,0.0196,0.0,47.96,,0.0,-11.74,total
2025-09-29,Meta,Meta_Camp_2,Meta_Camp_2_AS1,Meta_Camp_2_AS1_CR1,2039,46,16.76,1,1,44.68,16.48,0,0.0,0,1,0.0226,0.0217,44.68,16.76,2.67,11.44,total
2025-09-29,Meta,Meta_Camp_2,Meta_Camp_2_AS1,Meta_Camp_2_AS1_CR2,1781,40,12.7,1,1,42.28,16.82,0,0.0,0,1,0.0225,0.025,42.28,12.7,3.33,12.76,total
2025-09-29,Meta,Meta_Camp_2,Meta_Camp_2_AS2,Meta_Camp_2_AS2_CR1,2569,36,13.6,0,0,0.0,0.0,0,0.0,0,0,0.014,0.0,39.33,,0.0,-13.6,total
2025-09-29,Meta,Meta_Camp_2,Meta_Camp_2_AS2,Meta_Camp_2_AS2_CR2,2736,68,21.82,2,2,101.08,49.75,0,0.0,0,2,0.0249,0.0294,50.54,10.91,4.63,29.51,total
2025-09-29,Meta,Meta_Camp_3,Meta_Camp_3_AS1,Meta_Camp_3_AS1_CR1,2645,50,15.34,3,3,126.94,62.29,0,0.0,1,2,0.0189,0.06,42.31,5.11,8.28,49.31,total
2025-09-29,Meta,Meta_Camp_3,Meta_Camp_3_AS1,Meta_Camp_3_AS1_CR2,2595,34,11.32,0,0,0.0,0.0,0,0.0,0,0,0.0131,0.0,47.9,,0.0,-11.32,total
2025-09-29,Meta,Meta_Camp_3,Meta_Camp_3_AS2,Meta_Camp_3_AS2_CR1,3296,79,26.25,2,2,71.08,36.0,0,0.0,0,2,0.024,0.0253,35.54,13.12,2.71,8.83,total
2025-09-29,Meta,Meta_Camp_3,Meta_Camp_3_AS2,Meta_Camp_3_AS2_CR2,2846,52,17.91,3,3,122.42,60.85,0,0.0,1,2,0.0183,0.0577,40.81,5.97,6.84,43.66,total
2025-09-29,Google,Google_Camp_1,Google_Camp_1_AS1,Google_Camp_1_AS1_CR1,1795,46,27.41,1,1,71.17,29.41,0,0.0,1,0,0.0256,0.0217,71.17,27.41,2.6,14.35,total
2025-09-29,Google,Google_Camp_1,Google_Camp_1_AS1,Google_Camp_1_AS1_CR2,1935,75,36.99,2,2,126.23,51.53,0,0.0,1,1,0.0388,0.0267,63.12,18.5,3.41,37.71,total
2025-09-29,Google,Google_Camp_1,Google_Camp_1_AS2,Google_Camp_1_AS2_CR1,1614,69,43.49,5,5,292.81,128.02,0,0.0,2,3,0.0428,0.0725,58.56,8.7,6.73,121.3,total
2025-09-29,Google,Google_Camp_1,Google_Camp_1_AS2,Google_Camp_1_AS2_CR2,1430,67,37.55,2,2,117.43,41.8,0,0.0,0,2,0.0469,0.0299,58.72,18.77,3.13,38.08,total
2025-09-29,Google,Google_Camp_2,Google_Camp_2_AS1,Google_Camp_2_AS1_CR1,1765,74,34.09,0,0,0.0,0.0,0,0.0,0,0,0.0419,0.0,61.4,,0.0,-34.09,total
2025-09-29,Google,Google_Camp_2,Google_Camp_2_AS1,Google_Camp_2_AS1_CR2,1247,55,27.39,3,3,180.35,76.91,0,0.0,1,2,0.0441,0.0545,60.12,9.13,6.58,76.05,total
2025-09-29,Google,Google_Camp_2,Google_Camp_2_AS2,Google_Camp_2_AS2_CR1,1685,62,32.38,4,4,211.45,74.37,0,0.0,2,2,0.0368,0.0645,52.86,8.1,6.53,104.7,total
2025-09-29,Google,Google_Camp_2,Google_Camp_2_AS2,Google_Camp_2_AS2_CR2,1569,43,20.51,5,5,251.21,77.31,0,0.0,2,3,0.0274,0.1163,50.24,4.1,12.25,153.39,total
2025-09-29,Google,Google_Camp_3,Google_Camp_3_AS1,Google_Camp_3_AS1_CR1,1312,41,21.47,2,2,102.33,42.99,0,0.0,1,1,0.0312,0.0488,51.16,10.73,4.77,37.87,total
2025-09-29,Google,Google_Camp_3,Google_Camp_3_AS1,Google_Camp_3_AS1_CR2,1588,58,33.12,2,2,132.94,48.56,0,0.0,0,2,0.0365,0.0345,66.47,16.56,4.01,51.26,total
2025-09-29,Google,Google_Camp_3,Google_Camp_3_AS2,Google_Camp_3_AS2_CR1,1244,19,8.2,0,0,0.0,0.0,0,0.0,0,0,0.0153,0.0,64.72,,0.0,-8.2,total
2025-09-29,Google,Google_Camp_3,Google_Camp_3_AS2,Google_Camp_3_AS2_CR2,1327,24,10.17,2,2,133.87,52.83,0,0.0,1,1,0.0181,0.0833,66.94,5.08,13.16,70.87,total
2025-09-29,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS1,Amazon_Camp_1_AS1_CR1,914,46,28.19,4,4,168.77,82.02,0,0.0,1,3,0.0503,0.087,42.19,7.05,5.99,58.56,total
2025-09-29,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS1,Amazon_Camp_1_AS1_CR2,895,46,26.67,4,4,203.74,98.34,0,0.0,0,4,0.0514,0.087,50.93,6.67,7.64,78.73,total
2025-09-29,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS2,Amazon_Camp_1_AS2_CR1,954,29,17.3,2,2,120.33,65.72,0,0.0,1,1,0.0304,0.069,60.17,8.65,6.96,37.31,total
2025-09-29,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS2,Amazon_Camp_1_AS2_CR2,985,47,26.9,5,5,259.33,121.21,0,0.0,1,4,0.0477,0.1064,51.87,5.38,9.64,111.22,total
2025-09-29,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS1,Amazon_Camp_2_AS1_CR1,364,17,9.04,0,0,0.0,0.0,0,0.0,0,0,0.0467,0.0,59.33,,0.0,-9.04,total
2025-09-29,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS1,Amazon_Camp_2_AS1_CR2,891,48,34.1,10,10,635.62,315.29,0,0.0,3,7,0.0539,0.2083,63.56,3.41,18.64,286.23,total
2025-09-29,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS2,Amazon_Camp_2_AS2_CR1,684,58,34.81,10,10,422.11,185.28,0,0.0,1,9,0.0848,0.1724,42.21,3.48,12.13,202.02,total
2025-09-29,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS2,Amazon_Camp_2_AS2_CR2,1049,64,40.65,5,5,298.37,160.76,0,0.0,2,3,0.061,0.0781,59.67,8.13,7.34,96.96,total
2025-09-29,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS1,Amazon_Camp_3_AS1_CR1,863,80,43.6,5,5,250.91,146.06,0,0.0,3,2,0.0927,0.0625,50.18,8.72,5.75,61.25,total
2025-09-29,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS1,Amazon_Camp_3_AS1_CR2,832,53,27.76,8,8,451.58,226.59,0,0.0,0,8,0.0637,0.1509,56.45,3.47,16.27,197.23,total
2025-09-29,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS2,Amazon_Camp_3_AS2_CR1,777,44,20.95,1,1,52.84,24.52,0,0.0,0,1,0.0566,0.0227,52.84,20.95,2.52,7.37,total
2025-09-29,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS2,Amazon_Camp_3_AS2_CR2,926,84,50.27,11,11,632.63,338.16,0,0.0,5,6,0.0907,0.131,57.51,4.57,12.58,244.2,total
2025-09-29,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS1,TikTok_Camp_1_AS1_CR1,3225,56,11.73,2,2,73.52,31.95,0,0.0,0,2,0.0174,0.0357,36.76,5.87,6.27,29.84,total
2025-09-29,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS1,TikTok_Camp_1_AS1_CR2,2611,27,5.69,0,0,0.0,0.0,0,0.0,0,0,0.0103,0.0,40.81,,0.0,-5.69,total
2025-09-29,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS2,TikTok_Camp_1_AS2_CR1,3356,86,16.7,3,3,94.78,50.98,0,0.0,1,2,0.0256,0.0349,31.59,5.57,5.68,27.1,total
2025-09-29,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS2,TikTok_Camp_1_AS2_CR2,3836,49,9.52,1,1,30.34,12.62,0,0.0,0,1,0.0128,0.0204,30.34,9.52,3.19,8.2,total
2025-09-29,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS1,TikTok_Camp_2_AS1_CR1,2278,18,3.97,0,0,0.0,0.0,0,0.0,0,0,0.0079,0.0,38.18,,0.0,-3.97,total
2025-09-29,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS1,TikTok_Camp_2_AS1_CR2,2215,45,6.42,2,2,67.67,33.95,0,0.0,1,1,0.0203,0.0444,33.83,3.21,10.54,27.3,total
2025-09-29,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS2,TikTok_Camp_2_AS2_CR1,2398,21,4.89,1,1,32.63,13.06,0,0.0,1,0,0.0088,0.0476,32.63,4.89,6.67,14.68,total
2025-09-29,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS2,TikTok_Camp_2_AS2_CR2,2744,41,8.38,2,2,68.05,32.86,0,0.0,0,2,0.0149,0.0488,34.03,4.19,8.12,26.81,total
2025-09-29,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS1,TikTok_Camp_3_AS1_CR1,3067,37,8.36,0,0,0.0,0.0,0,0.0,0,0,0.0121,0.0,33.07,,0.0,-8.36,total
2025-09-29,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS1,TikTok_Camp_3_AS1_CR2,4047,55,10.51,1,1,39.04,16.25,0,0.0,0,1,0.0136,0.0182,39.04,10.51,3.71,12.28,total
2025-09-29,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS2,TikTok_Camp_3_AS2_CR1,1747,44,8.32,2,2,75.5,37.6,0,0.0,1,1,0.0252,0.0455,37.75,4.16,9.07,29.58,total
2025-09-29,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS2,TikTok_Camp_3_AS2_CR2,3058,25,5.23,0,0,0.0,0.0,0,0.0,0,0,0.0082,0.0,39.92,,0.0,-5.23,total
2025-09-30,Meta,Meta_Camp_1,Meta_Camp_1_AS1,Meta_Camp_1_AS1_CR1,1845,38,13.22,1,1,41.85,21.79,0,0.0,0,1,0.0206,0.0263,41.85,13.22,3.17,6.84,total
2025-09-30,Meta,Meta_Camp_1,Meta_Camp_1_AS1,Meta_Camp_1_AS1_CR2,2065,76,24.15,5,5,240.98,123.61,0,0.0,1,4,0.0368,0.0658,48.2,4.83,9.98,93.22,total
2025-09-30,Meta,Meta_Camp_1,Meta_Camp_1_AS2,Meta_Camp_1_AS2_CR1,2890,74,29.01,3,3,134.7,52.3,0,0.0,1,2,0.0256,0.0405,44.9,9.67,4.64,53.39,total
2025-09-30,Meta,Meta_Camp_1,Meta_Camp_1_AS2,Meta_Camp_1_AS2_CR2,2882,33,12.34,1,1,38.42,18.05,0,0.0,0,1,0.0115,0.0303,38.42,12.34,3.11,8.03,total
2025-09-30,Meta,Meta_Camp_2,Meta_Camp_2_AS1,Meta_Camp_2_AS1_CR1,3548,90,35.88,6,6,283.4,106.59,0,0.0,0,6,0.0254,0.0667,47.23,5.98,7.9,140.93,total
2025-09-30,Meta,Meta_Camp_2,Meta_Camp_2_AS1,Meta_Camp_2_AS1_CR2,2712,80,31.66,2,2,91.28,35.98,0,0.0,0,2,0.0295,0.025,45.64,15.83,2.88,23.64,total
2025-09-30,Meta,Meta_Camp_2,Meta_Camp_2_AS2,Meta_Camp_2_AS2_CR1,1253,21,7.85,0,0,0.0,0.0,0,0.0,0,0,0.0168,0.0,41.35,,0.0,-7.85,total
2025-09-30,Meta,Meta_Camp_2,Meta_Camp_2_AS2,Meta_Camp_2_AS2_CR2,2262,49,18.11,1,1,50.92,21.82,0,0.0,0,1,0.0217,0.0204,50.92,18.11,2.81,10.99,total
2025-09-30,Meta,Meta_Camp_3,Meta_Camp_3_AS1,Meta_Camp_3_AS1_CR1,2024,30,10.53,4,4,173.79,85.32,0,0.0,3,1,0.0148,0.1333,43.45,2.63,16.5,77.94,total
2025-09-30,Meta,Meta_Camp_3,Meta_Camp_3_AS1,Meta_Camp_3_AS1_CR2,2431,37,9.98,0,0,0.0,0.0,0,0.0,0,0,0.0152,0.0,42.06,,0.0,-9.98,total
2025-09-30,Meta,Meta_Camp_3,Meta_Camp_3_AS2,Meta_Camp_3_AS2_CR1,2607,44,16.82,1,1,45.2,21.38,0,0.0,0,1,0.0169,0.0227,45.2,16.82,2.69,7.0,total
2025-09-30,Meta,Meta_Camp_3,Meta_Camp_3_AS2,Meta_Camp_3_AS2_CR2,2013,31,11.01,3,3,123.03,51.51,0,0.0,2,1,0.0154,0.0968,41.01,3.67,11.17,60.51,total
2025-09-30,Google,Google_Camp_1,Google_Camp_1_AS1,Google_Camp_1_AS1_CR1,2137,87,40.42,8,8,359.16,142.17,0,0.0,4,4,0.0407,0.092,44.9,5.05,8.89,176.57,total
2025-09-30,Google,Google_Camp_1,Google_Camp_1_AS1,Google_Camp_1_AS1_CR2,1625,39,24.42,2,2,123.84,59.93,0,0.0,1,1,0.024,0.0513,61.92,12.21,5.07,39.49,total
2025-09-30,Google,Google_Camp_1,Google_Camp_1_AS2,Google_Camp_1_AS2_CR1,1840,52,20.51,5,5,317.43,135.05,0,0.0,3,2,0.0283,0.0962,63.49,4.1,15.48,161.87,total
2025-09-30,Google,Google_Camp_1,Google_Camp_1_AS2,Google_Camp_1_AS2_CR2,981,41,18.7,1,1,49.06,19.68,0,0.0,0,1,0.0418,0.0244,49.06,18.7,2.62,10.68,total
2025-09-30,Google,Google_Camp_2,Google_Camp_2_AS1,Google_Camp_2_AS1_CR1,2099,77,31.32,3,3,169.13,59.08,0,0.0,0,3,0.0367,0.039,56.38,10.44,5.4,78.73,total
2025-09-30,Google,Google_Camp_2,Google_Camp_2_AS1,Google_Camp_2_AS1_CR2,1764,26,12.77,3,3,149.84,60.03,0,0.0,1,2,0.0147,0.1154,49.95,4.26,11.73,77.04,total
2025-09-30,Google,Google_Camp_2,Google_Camp_2_AS2,Google_Camp_2_AS2_CR1,1314,42,20.43,1,1,57.41,19.23,0,0.0,0,1,0.032,0.0238,57.41,20.43,2.81,17.75,total
2025-09-30,Google,Google_Camp_2,Google_Camp_2_AS2,Google_Camp_2_AS2_CR2,1667,52,26.73,3,3,191.54,68.03,0,0.0,1,2,0.0312,0.0577,63.85,8.91,7.17,96.78,total
2025-09-30,Google,Google_Camp_3,Google_Camp_3_AS1,Google_Camp_3_AS1_CR1,1306,46,20.5,4,4,252.06,62.59,0,0.0,1,3,0.0352,0.087,63.02,5.12,12.3,168.97,total
2025-09-30,Google,Google_Camp_3,Google_Camp_3_AS1,Google_Camp_3_AS1_CR2,2171,69,38.66,6,6,492.52,201.44,0,0.0,1,5,0.0318,0.087,82.09,6.44,12.74,252.42,total
2025-09-30,Google,Google_Camp_3,Google_Camp_3_AS2,Google_Camp_3_AS2_CR1,2626,103,57.98,6,6,298.18,118.23,0,0.0,2,4,0.0392,0.0583,49.7,9.66,5.14,121.97,total
2025-09-30,Google,Google_Camp_3,Google_Camp_3_AS2,Google_Camp_3_AS2_CR2,954,28,16.69,1,1,64.89,20.92,0,0.0,0,1,0.0294,0.0357,64.89,16.69,3.89,27.28,total
2025-09-30,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS1,Amazon_Camp_1_AS1_CR1,1030,60,29.56,19,19,860.88,428.92,1,40.78,9,10,0.0583,0.3167,45.31,1.56,29.12,361.62,total
2025-09-30,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS1,Amazon_Camp_1_AS1_CR2,956,77,51.13,8,8,462.22,233.9,0,0.0,3,5,0.0805,0.1039,57.78,6.39,9.04,177.19,total
2025-09-30,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS2,Amazon_Camp_1_AS2_CR1,632,41,22.78,2,2,112.28,72.12,0,0.0,0,2,0.0649,0.0488,56.14,11.39,4.93,17.38,total
2025-09-30,Amazon,Amazon_Camp_1,Amazon_Camp_1_AS2,Amazon_Camp_1_AS2_CR2,831,42,28.32,8,8,370.83,143.08,0,0.0,3,5,0.0505,0.1905,46.35,3.54,13.09,199.43,total
2025-09-30,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS1,Amazon_Camp_2_AS1_CR1,1026,72,48.53,7,7,447.72,243.71,0,0.0,2,5,0.0702,0.0972,63.96,6.93,9.23,155.48,total
2025-09-30,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS1,Amazon_Camp_2_AS1_CR2,457,33,18.33,3,3,173.3,76.73,0,0.0,1,2,0.0722,0.0909,57.77,6.11,9.45,78.24,total
2025-09-30,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS2,Amazon_Camp_2_AS2_CR1,763,47,29.31,7,7,369.68,186.33,0,0.0,3,4,0.0616,0.1489,52.81,4.19,12.61,154.04,total
2025-09-30,Amazon,Amazon_Camp_2,Amazon_Camp_2_AS2,Amazon_Camp_2_AS2_CR2,786,50,30.97,6,6,289.29,127.65,0,0.0,0,6,0.0636,0.12,48.21,5.16,9.34,130.67,total
2025-09-30,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS1,Amazon_Camp_3_AS1_CR1,510,31,18.48,1,1,62.11,31.61,0,0.0,0,1,0.0608,0.0323,62.11,18.48,3.36,12.02,total
2025-09-30,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS1,Amazon_Camp_3_AS1_CR2,971,60,33.36,8,8,396.05,188.29,1,44.56,1,7,0.0618,0.1333,49.51,4.17,11.87,129.84,total
2025-09-30,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS2,Amazon_Camp_3_AS2_CR1,768,47,26.26,7,7,463.5,215.57,0,0.0,1,6,0.0612,0.1489,66.21,3.75,17.65,221.67,total
2025-09-30,Amazon,Amazon_Camp_3,Amazon_Camp_3_AS2,Amazon_Camp_3_AS2_CR2,839,35,19.99,4,4,140.97,64.63,0,0.0,2,2,0.0417,0.1143,35.24,5.0,7.05,56.35,total
2025-09-30,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS1,TikTok_Camp_1_AS1_CR1,2547,60,10.57,1,1,37.19,17.45,0,0.0,0,1,0.0236,0.0167,37.19,10.57,3.52,9.17,total
2025-09-30,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS1,TikTok_Camp_1_AS1_CR2,1401,16,2.89,0,0,0.0,0.0,0,0.0,0,0,0.0114,0.0,31.55,,0.0,-2.89,total
2025-09-30,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS2,TikTok_Camp_1_AS2_CR1,4360,63,10.5,1,1,37.7,20.21,0,0.0,0,1,0.0144,0.0159,37.7,10.5,3.59,6.99,total
2025-09-30,TikTok,TikTok_Camp_1,TikTok_Camp_1_AS2,TikTok_Camp_1_AS2_CR2,2630,34,7.64,0,0,0.0,0.0,0,0.0,0,0,0.0129,0.0,33.02,,0.0,-7.64,total
2025-09-30,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS1,TikTok_Camp_2_AS1_CR1,2500,31,7.69,0,0,0.0,0.0,0,0.0,0,0,0.0124,0.0,35.07,,0.0,-7.69,total
2025-09-30,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS1,TikTok_Camp_2_AS1_CR2,3065,50,8.31,2,2,70.66,37.8,0,0.0,1,1,0.0163,0.04,35.33,4.16,8.5,24.55,total
2025-09-30,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS2,TikTok_Camp_2_AS2_CR1,3253,67,12.48,1,1,34.48,17.1,0,0.0,0,1,0.0206,0.0149,34.48,12.48,2.76,4.9,total
2025-09-30,TikTok,TikTok_Camp_2,TikTok_Camp_2_AS2,TikTok_Camp_2_AS2_CR2,2849,57,13.7,3,3,75.46,41.0,0,0.0,1,2,0.02,0.0526,25.15,4.57,5.51,20.76,total
2025-09-30,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS1,TikTok_Camp_3_AS1_CR1,3440,64,13.03,0,0,0.0,0.0,0,0.0,0,0,0.0186,0.0,29.24,,0.0,-13.03,total
2025-09-30,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS1,TikTok_Camp_3_AS1_CR2,3295,44,7.9,1,1,37.1,19.96,0,0.0,0,1,0.0134,0.0227,37.1,7.9,4.7,9.24,total
2025-09-30,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS2,TikTok_Camp_3_AS2_CR1,2967,42,8.38,2,2,84.08,45.09,0,0.0,1,1,0.0142,0.0476,42.04,4.19,10.03,30.61,total
2025-09-30,TikTok,TikTok_Camp_3,TikTok_Camp_3_AS2,TikTok_Camp_3_AS2_CR2,2039,21,4.6,0,0,0.0,0.0,0,0.0,0,0,0.0103,0.0,37.19,,0.0,-4.6,total
2025-10-01,Meta,Meta_Camp_1,Meta_Camp_1_AS1,Meta_Camp_1_AS1_CR1,2753,33,11.87,1,1,47.82,24.91,0,0.0,0,1,0.012,0.0303,47.82,11.87,4.03,11.04,total
2025-10-01,Meta,Meta_Camp_1,Meta_Camp_1_AS1,Meta_Camp_1_AS1_CR2,3011,35,12.97,1,1,49.12,20.98,0,0.0,0,1,0.0116,0.0286,49.12,12.97,3.79,15.17,total
2025-10-01,Meta,Meta_Camp_1,Meta_Camp_1_AS2,Meta_Camp_1_AS2_CR1,2547,60,20.8,1,1,42.05,20.71,0,0.0,0,1,0.0236,0.0167,42.05,20.8,2.02,0.54,total
2025-10-01,Meta,Meta_Camp_1,Meta_Camp_1_AS2,Meta_Camp_1_AS2_CR2,2618,49,15.27,1,1,50.35,19.75,0,0.0,0,1,0.0187,0.0204,50.35,15.27,3.3,15.33,total
2025-10-01,Meta,Meta_Camp_2,Meta_Camp_2_AS1,Meta_Camp_2_AS1_CR1,3023,71,24.07,0,0,0.0,0.0,0,0.0,0,0,0.0235,0.0,39.39,,0.0,-24.07,total
2025-10-01,Meta,Meta_Camp_2,Meta_Camp_2_AS1,Meta_Camp_2_AS1_CR2,2569,66,23.75,2,2,90.61,47.83,0,0.0,0,2,0.0257,0.0303,45.31,11.88,3.82,19.03,total
2025-10-01,Meta,Meta_Camp_2,Meta_Camp_2_AS2,Meta_Camp_2_AS2_CR1,2450,44,14.4,0,0,0.0,0.0,0,0.0,0,0,0.018,0.0,41.76,,0.0,-14.4,total
2025-10-01,Meta,Meta_Camp_2,Meta_Camp_2_AS2,Meta_Camp_2_AS2_CR2,1515,19,5.65,1,1,45.99,19.62,0,0.0,0,1,0.0125,0.0526,45.99,5.65,8.14,20.72,total
2025-10-01,Meta,Meta_Camp_3,Meta_Camp_3_AS1,Meta_Camp_3_AS1_CR1,3201,87,35.3,1,1,40.42,18.22,0,0.0,0,1,0.0272,0.0115,40.42,35.3,1.15,-13.1,total
2025-10-01,Meta,Meta_Camp_3,Meta_Camp_3_AS1,Meta_Camp_3_AS1_CR2,1908,30,10.48,1,1,55.71,25.71,0,0.0,0,1,0.0157,0.0333,55.71,10.48,5.32,19.52,total
2025-10-01,Meta,Meta_Camp_3,Meta_Camp_3_AS2,Meta_Camp_3_AS2_CR1,1998,68,25.49,2,2,75.33,33.55,0,0.0,0,2,0.034,0.0294,37.67,12.74,2.96,16.29,total
2025-10-01,Meta,Meta_Camp_3,Meta_Camp_3_AS2,Meta_Camp_3_AS2_CR2,3396,70,24.85,0,0,0.0,0.0,0,0.0,0,0,0.0206,0.0,51.42,,0.0,-24.85,total
2025-10-01,Google,Google_Camp_1,Google_Camp_1_AS1,Google_Camp_1_AS1_CR1,1720,101,52.04,3,3,189.78,73.39,0,0.0,1,2,0.0587,0.0297,63.26,17.35,3.65,64.35,total
2025-10-01,Google,Google_Camp_1,Google_Camp_1_AS1,Google_Camp_1_AS1_CR2,2219,87,43.29,2,2,139.98,51.59,0,0.0,1,1,0.0392,0.023,69.99,21.64,3.23,45.1,total
